filepath,xmin,xmax,ymin,ymax
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1350.xml,52,122,443,464
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1360.xml,101,163,153,171
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1370.xml,63,122,437,455
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1440.xml,192,436,465,532
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1450.xml,193,416,438,495
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1460.xml,179,387,410,471
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1500.xml,93,248,339,385
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1510.xml,104,249,368,409
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1650.xml,157,340,487,562
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1660.xml,208,381,463,530
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1670.xml,185,345,469,531
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1680.xml,181,335,459,517
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1700.xml,204,337,260,302
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1710.xml,197,320,206,243
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1730.xml,130,243,393,425
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1750.xml,152,616,517,682
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1760.xml,328,728,482,623
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1770.xml,301,651,470,589
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1780.xml,315,629,457,569
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1790.xml,222,432,465,547
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1800.xml,188,353,459,526
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1810.xml,167,332,447,509
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1820.xml,204,360,435,495
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1840.xml,165,305,594,643
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1850.xml,124,254,542,581
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1860.xml,128,247,510,549
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1870.xml,133,244,491,520
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1880.xml,119,219,475,501
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1890.xml,116,207,461,485
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1900.xml,122,206,434,456
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1910.xml,159,236,415,433
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1920.xml,138,290,426,474
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1930.xml,120,254,406,447
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1950.xml,270,456,394,444
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1960.xml,189,338,376,414
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1970.xml,185,317,357,391
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1980.xml,316,434,173,203
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_1990.xml,178,288,353,380
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_2000.xml,111,213,347,374
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_2170.xml,208,347,531,575
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_2180.xml,177,317,525,573
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_2190.xml,169,313,523,569
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_2200.xml,341,483,307,352
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_2210.xml,209,353,516,563
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_2220.xml,149,289,329,375
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_2230.xml,183,326,423,469
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_2240.xml,247,390,336,382
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_2250.xml,128,271,499,546
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_310.xml,115,244,427,467
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_40.xml,161,575,545,671
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_440.xml,16,167,425,479
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_450.xml,138,263,315,345
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_470.xml,171,330,487,536
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_540.xml,91,659,192,455
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_550.xml,21,598,145,408
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_560.xml,137,320,426,527
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_570.xml,126,306,426,525
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_580.xml,113,292,430,530
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_590.xml,141,317,440,539
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_600.xml,89,262,444,548
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_610.xml,100,272,464,564
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_620.xml,68,243,477,574
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_630.xml,59,230,487,587
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_640.xml,82,248,496,602
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_650.xml,138,274,496,615
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video3_660.xml,502,685,352,477
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_1100.xml,114,213,217,245
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2020.xml,1,213,439,480
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2030.xml,104,317,464,510
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2120.xml,341,491,463,541
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2130.xml,426,593,459,551
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2140.xml,401,587,471,560
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2150.xml,340,538,469,569
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2160.xml,262,476,476,576
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2170.xml,170,405,473,582
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2180.xml,30,298,468,594
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2210.xml,115,188,521,552
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2230.xml,157,227,348,380
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2240.xml,214,356,438,503
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2250.xml,372,671,310,435
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2260.xml,188,482,322,454
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2290.xml,388,712,354,504
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2300.xml,734,1073,369,534
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2310.xml,698,1061,369,565
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2340.xml,1,350,408,663
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2370.xml,552,900,276,406
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2380.xml,176,531,242,373
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2390.xml,143,484,236,375
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2410.xml,144,502,274,425
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2420.xml,91,448,289,438
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2430.xml,74,438,345,500
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2440.xml,34,398,406,570
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2490.xml,188,572,313,467
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2500.xml,195,589,287,455
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2580.xml,277,502,262,378
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2590.xml,394,633,242,384
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2600.xml,368,613,195,339
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2610.xml,230,479,173,338
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2620.xml,113,362,215,392
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2630.xml,13,266,217,404
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2640.xml,201,428,399,467
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2650.xml,310,547,564,640
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2660.xml,194,428,593,673
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2720.xml,244,497,617,713
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2730.xml,239,491,650,744
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2780.xml,87,348,378,483
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2790.xml,114,375,400,499
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2800.xml,147,405,417,519
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2810.xml,188,445,428,527
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2820.xml,238,495,436,536
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2830.xml,275,533,482,581
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2840.xml,141,398,582,678
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_2970.xml,515,683,301,497
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3090.xml,333,668,504,609
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3100.xml,281,636,558,669
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3130.xml,292,737,632,782
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3190.xml,186,420,469,566
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3200.xml,31,278,412,528
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3280.xml,300,608,218,337
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3290.xml,291,626,362,488
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_330.xml,358,777,81,220
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3310.xml,346,738,149,315
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3320.xml,158,586,168,353
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3330.xml,60,527,270,478
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_340.xml,470,1009,458,620
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3500.xml,165,278,534,564
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3510.xml,130,256,534,579
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3520.xml,141,279,516,575
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3720.xml,80,763,417,729
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3760.xml,216,415,304,356
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3770.xml,232,425,336,386
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3780.xml,233,417,369,426
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3790.xml,250,428,376,433
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3800.xml,188,356,390,441
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3810.xml,148,309,392,441
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3820.xml,152,305,391,446
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3830.xml,243,388,397,442
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3840.xml,111,254,388,425
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3850.xml,180,318,397,443
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_3860.xml,237,372,252,295
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video4_50.xml,811,1479,491,713
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_0.xml,109,312,543,603
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_10.xml,77,314,600,678
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_100.xml,111,465,407,505
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_110.xml,111,483,389,491
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_120.xml,79,465,438,545
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_130.xml,65,459,416,521
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_140.xml,84,472,383,488
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_150.xml,110,496,437,537
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_160.xml,166,554,437,538
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_170.xml,210,591,441,542
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_180.xml,111,497,493,595
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_1820.xml,340,756,90,209
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_1830.xml,435,840,140,261
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_1840.xml,486,876,172,283
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_190.xml,101,487,474,575
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_340.xml,266,926,610,806
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_350.xml,246,898,599,798
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_360.xml,159,807,597,797
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_370.xml,115,766,581,785
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_380.xml,44,697,578,778
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_390.xml,105,760,571,770
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_400.xml,109,754,567,764
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_430.xml,532,1142,337,545
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_470.xml,902,1133,362,431
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_480.xml,1041,1279,402,472
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_490.xml,580,815,375,446
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_500.xml,508,741,302,369
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_510.xml,439,661,297,356
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_520.xml,403,612,291,349
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_60.xml,174,340,222,258
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_70.xml,94,272,227,270
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_80.xml,53,246,241,289
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video5_90.xml,83,295,224,280
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1000.xml,589,1227,265,449
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1010.xml,497,1150,138,327
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1020.xml,332,997,10,195
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1030.xml,102,795,185,381
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1040.xml,164,847,303,496
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1050.xml,637,1263,317,520
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1060.xml,911,1471,308,463
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1070.xml,1086,1593,335,476
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1080.xml,1151,1611,365,479
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1090.xml,1089,1520,120,228
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1100.xml,964,1363,3,97
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1110.xml,868,1257,21,128
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1120.xml,819,1191,231,341
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1130.xml,846,1205,331,429
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1140.xml,935,1269,372,463
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_1150.xml,1065,1373,402,495
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_200.xml,183,292,240,266
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_210.xml,145,244,125,151
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_220.xml,101,192,226,250
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_260.xml,136,345,411,459
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_40.xml,123,231,115,146
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_440.xml,394,1063,313,531
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_650.xml,195,373,240,281
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_710.xml,227,459,710,796
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_80.xml,45,142,50,76
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_810.xml,1270,1854,177,303
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_820.xml,952,1597,277,420
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_830.xml,809,1496,332,491
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_840.xml,670,1378,369,536
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_850.xml,582,1292,349,518
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_860.xml,557,1238,278,437
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_870.xml,583,1218,255,406
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_880.xml,688,1283,278,414
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_890.xml,788,1342,267,403
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_900.xml,845,1371,260,396
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_910.xml,854,1373,292,413
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_920.xml,852,1378,285,420
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_930.xml,821,1357,282,417
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_940.xml,784,1329,288,419
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_950.xml,664,1217,313,448
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_960.xml,348,929,294,434
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_970.xml,70,676,321,497
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video6_990.xml,465,1075,328,490
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_0.xml,83,185,404,449
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_10.xml,96,225,600,663
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1030.xml,141,271,462,503
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1040.xml,127,282,486,527
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1050.xml,693,889,461,525
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1090.xml,497,628,572,625
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1110.xml,401,589,414,464
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1120.xml,158,402,462,513
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_130.xml,70,161,395,424
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1300.xml,91,221,481,541
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1310.xml,94,218,419,496
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1320.xml,68,167,453,538
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1340.xml,55,160,131,169
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1350.xml,50,168,115,158
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1360.xml,30,158,44,92
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1370.xml,122,265,354,418
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1380.xml,187,330,404,474
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1390.xml,91,221,399,487
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1410.xml,213,316,178,203
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1420.xml,159,257,173,198
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1430.xml,222,317,172,197
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1440.xml,347,624,456,525
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1450.xml,28,303,507,577
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1510.xml,1133,1448,238,340
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1520.xml,964,1277,700,805
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1540.xml,1025,1312,151,232
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1550.xml,773,1037,491,570
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1570.xml,592,821,358,421
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1580.xml,419,629,719,787
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1590.xml,381,583,864,923
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1600.xml,328,518,230,286
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1610.xml,211,394,335,384
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1680.xml,416,763,344,481
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_1890.xml,270,389,359,402
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_20.xml,114,283,665,761
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_2090.xml,973,1038,326,348
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_2100.xml,147,231,382,417
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_2260.xml,183,255,476,496
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_2270.xml,182,255,489,512
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_2350.xml,128,205,414,444
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_2360.xml,138,215,401,435
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_2450.xml,156,254,409,442
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_2460.xml,80,184,719,798
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_2470.xml,106,202,268,296
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_2480.xml,113,209,202,228
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_250.xml,178,241,349,366
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_260.xml,308,382,347,368
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_270.xml,137,226,359,387
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_660.xml,130,222,447,480
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_730.xml,162,249,458,486
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_740.xml,98,200,479,512
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_750.xml,122,238,488,530
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_760.xml,167,305,525,584
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_770.xml,30,192,552,633
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_780.xml,151,247,454,495
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_790.xml,335,454,440,496
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_800.xml,134,281,459,535
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_840.xml,158,263,409,445
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_850.xml,123,273,358,401
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_860.xml,126,294,379,433
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_870.xml,141,328,429,487
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_880.xml,160,371,498,577
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_890.xml,168,409,559,672
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_920.xml,69,181,455,498
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_930.xml,102,198,461,494
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_940.xml,105,216,498,538
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_950.xml,104,189,359,381
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_960.xml,107,206,381,409
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_970.xml,114,223,410,455
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video8_980.xml,208,326,444,497
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_100.xml,353,692,323,401
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_110.xml,705,1021,290,363
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_120.xml,1001,1294,284,358
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_130.xml,1000,1283,274,348
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_140.xml,858,1116,256,320
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_150.xml,340,569,235,307
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_260.xml,1,696,351,523
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_270.xml,354,1009,304,482
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_280.xml,650,1254,250,413
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_290.xml,904,1457,159,313
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_300.xml,46,256,301,381
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_310.xml,69,546,3,98
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_350.xml,757,1064,57,144
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_360.xml,1259,1536,299,372
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_370.xml,1492,1746,640,715
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_390.xml,1313,1538,186,253
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_40.xml,1028,1663,329,487
D:/Devi/Singularis Software Technologies/numberplate_detection/annot\video9_70.xml,1463,1878,147,254
